DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LT,2018,57.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LT,2019,59.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LT,2020,62.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LT,2021,66.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2010,213.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2011,213.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2012,217.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2013,218.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2014,218.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2015,217.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2016,214.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2017,214.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2018,215.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2019,215.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2020,216.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LU,2021,217.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2010,35.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2011,38.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2012,41.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2013,44.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2014,45.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2015,45.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2016,47.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2017,49.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2018,51.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2019,52.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2020,52.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,LV,2021,53.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2010,16.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2011,17.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2012,17.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2013,17.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2014,17.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2015,18.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2016,18.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2017,18.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2018,19.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MK,2019,19.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2010,65.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2011,68.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2012,69.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2013,71.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2014,71.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2015,71.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2016,71.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2017,72.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2018,74.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2019,75.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2020,74.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,MT,2021,74.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2010,141.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2011,140.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2012,139.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2013,138.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2014,138.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2015,136.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2016,134.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2017,134.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2018,135.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2019,136.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2020,138.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NL,2021,139.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2010,217.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2011,224.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2012,240.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2013,237.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2014,226.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2015,215.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2016,209.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2017,208.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2018,203.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2019,199.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2020,185.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,NO,2021,196.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2010,39.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2011,39.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2012,40.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2013,40.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2014,41.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2015,41.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2016,40.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2017,42.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2018,44.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2019,45.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2020,46.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PL,2021,47.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2010,76.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2011,72.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2012,69.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2013,69.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2014,69.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2015,70.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2016,71.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2017,72.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2018,73.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2019,74.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2020,74.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,PT,2021,73.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2010,26.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2011,26.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2012,26.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2013,27.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2014,28.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2015,29.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2016,31.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2017,34.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2018,37.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2019,39.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2020,40.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RO,2021,41.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2010,21.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2011,24.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2012,22.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2013,23.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2014,23.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2015,22.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2016,22.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2017,22.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2018,24.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2019,24.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2020,26.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,RS,2021,27.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2010,151.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2011,160.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2012,166.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2013,169.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2014,164.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2015,162.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2016,162.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2017,158.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2018,148.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2019,142.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2020,148.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SE,2021,152.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2010,70.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2011,70.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2012,69.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2013,67.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2014,66.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2015,66.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2016,67.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2017,67.9,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2018,69.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2019,71.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2020,71.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SI,2021,76.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2010,48.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2011,48.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2012,49.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2013,49.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2014,49.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2015,50.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2016,50.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2017,51.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2018,53.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2019,55.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2020,58.2,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,SK,2021,57.7,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2010,134.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2011,133.3,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2012,145.4,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2013,142.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2014,153.0,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2015,169.5,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2016,152.1,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2017,140.8,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2018,139.6,
ESTAT:NAMA_10_PC$DV_648(1.0),13/04/22 23:00:00,A,PC_EU27_2020_HAB_MEUR_CP,P41,UK,2019,140.3,
